date,ticker,embedding_distance,finbert
2024-04-01 11:17:00,DE,9.274984,"[3.304565191268921, 1.3400572538375854, -6.300769329071045]"
2024-04-01 11:17:00,DE,9.314821,"[7.4002299308776855, -6.0687432289123535, -3.308053731918335]"
2024-04-01 11:17:00,DE,9.854314,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,9.854314,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,8.748749,"[8.532081604003906, -5.883473873138428, -3.245513916015625]"
2024-04-01 11:17:00,DE,10.213279,"[2.857837200164795, -2.01676607131958, -0.17568987607955933]"
2024-04-01 11:17:00,DE,10.722448,"[2.7887375354766846, -3.304792642593384, -3.5668649673461914]"
2024-04-01 11:17:00,DE,9.111807,"[3.6865463256835938, -3.3298282623291016, -3.6140620708465576]"
2024-04-01 11:17:00,DE,9.122736,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 11:17:00,DE,10.633191,"[5.9163432121276855, -4.797576904296875, -4.330442428588867]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,10.049094,"[7.6076436042785645, -4.860403537750244, -4.895528793334961]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,9.603427,"[-4.566003322601318, 8.833878517150879, -8.185059547424316]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,10.656739,"[5.20926570892334, -3.6265063285827637, -3.4261796474456787]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,9.701179,"[4.862388610839844, -5.430400848388672, -3.9372611045837402]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 11:17:00,DE,9.122736,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 11:17:00,DE,11.590507,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
