time,title,url,summary,source,overall_sentiment_score,overall_sentiment_label,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
2024-04-01 11:17:00,"The Zacks Analyst Blog Highlights Walmart, Linde, IBM, Deere and Duke Energy",https://www.zacks.com/stock/news/2248151/the-zacks-analyst-blog-highlights-walmart-linde-ibm-deere-and-duke-energy,"Walmart, Linde, IBM, Deere and Duke Energy are included in this Analyst Blog.",www.zacks.com,0.30396,Somewhat-Bullish,DE,0.143843,0.03944,Neutral
2024-04-01 21:50:20,Deere  ( DE )  Suffers a Larger Drop Than the General Market: Key Insights,https://www.zacks.com/stock/news/2248704/deere-de-suffers-a-larger-drop-than-the-general-market-key-insights,"Deere (DE) reachead $404.14 at the closing of the latest trading day, reflecting a -1.61% change compared to its last close.",www.zacks.com,0.155907,Somewhat-Bullish,DE,0.521961,0.151521,Somewhat-Bullish
2024-04-02 10:00:12,World's Billionaires List 2024: The Top 200,https://www.forbes.com/sites/chasewithorn/2024/04/02/forbes-worlds-billionaires-list-2024-the-top-200/,"Here are the wealthiest people on Forbes' annual rich list. hat a year it's been for the planet's billionaires, whose fortunes continue to swell as global stock markets shrug off war, political unrest and lingering inflation.",www.forbes.com,0.100811,Neutral,DE,0.009098,0.073322,Neutral
2024-04-03 07:00:00,Alamo Group Shows Rising Relative Strength; Still Shy Of Key Threshold,https://www.investors.com/ibd-data-stories/alamo-group-shows-rising-relative-strength-still-shy-of-key-threshold-2/,Alamo Group Shows Rising Relative Strength. Still Shy Of Key Threshold Investor's Business Daily ...,www.investors.com,0.327126,Somewhat-Bullish,DE,0.358152,0.0,Neutral
2024-04-03 19:45:24,Peering Into Deere's Recent Short Interest - Deere  ( NYSE:DE ) ,https://www.benzinga.com/insights/short-sellers/24/04/38077418/peering-into-deeres-recent-short-interest,"Deere's DE short percent of float has fallen 10.09% since its last report. The company recently reported that it has 2.71 million shares sold short, which is 0.98% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.74 days to cover their ...",www.benzinga.com,0.264538,Somewhat-Bullish,DE,0.212115,0.081887,Neutral
2024-04-04 19:32:48,Deere Options Trading: A Deep Dive into Market Sentiment - Deere  ( NYSE:DE ) ,https://www.benzinga.com/insights/options/24/04/38099325/deere-options-trading-a-deep-dive-into-market-sentiment,"Investors with a lot of money to spend have taken a bullish stance on Deere DE. We noticed this today when the trades showed up on publicly available options history that we track here at Benzinga. Whether these are institutions or just wealthy individuals, we don't know.",www.benzinga.com,0.189446,Somewhat-Bullish,DE,0.716023,0.256911,Somewhat-Bullish
2024-04-08 07:47:00,"Agricultural Machinery Market In US size is set to grow by USD 10.17 bn from 2024-2028,rising adoption of advanced ... - PR Newswire",https://www.prnewswire.com/news-releases/agricultural-machinery-market-in-us-size-is-set-to-grow-by-usd-10-17-bn-from-2024-2028-rising-adoption-of-advanced-agricultural-machinery-boost-the-market--technavio-302109901.html,"Agricultural Machinery Market In US size is set to grow by USD 10.17 bn from 2024-2028,rising adoption of advanced ... PR ...",www.prnewswire.com,0.261374,Somewhat-Bullish,DE,0.075279,0.119239,Neutral
2024-04-08 13:29:00,Why Did Deere Stock Rise 13% Last Month?,https://www.fool.com/investing/2024/04/08/why-did-deere-stock-rise-13-last-month/,The industrial leader enjoyed favorable data from a key end market along with accommodating capital market conditions.,www.fool.com,0.417539,Bullish,DE,0.735253,0.640936,Bullish
2024-04-08 17:16:38,Check Out What Whales Are Doing With Deere - Deere  ( NYSE:DE ) ,https://www.benzinga.com/insights/options/24/04/38147288/check-out-what-whales-are-doing-with-deere,"Deep-pocketed investors have adopted a bearish approach towards Deere DE, and it's something market players shouldn't ignore. Our tracking of public options records at Benzinga unveiled this significant move today.",www.benzinga.com,0.148058,Neutral,DE,0.791876,0.196731,Somewhat-Bullish
2024-04-10 18:13:46,Elon Musk's undisclosed Starlink costs undercut profitability claims,https://www.business-standard.com/world-news/elon-musk-s-undisclosed-starlink-costs-undercut-profitability-claims-124041001285_1.html,SpaceX's prized Starlink satellite business is still burning through more cash than it brings in.,www.business-standard.com,0.104345,Neutral,DE,0.026474,0.081817,Neutral
