time,title,url,summary,source,overall_sentiment_score,overall_sentiment_label,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
2024-04-01 02:00:35,How Different Cultures And Traditions Are Making An Impact Across Industries,https://www.forbes.com/sites/jiawertz/2024/03/31/how-different-cultures-and-traditions-are-making-an-impact-across-industries/,"The cultural landscape of a country is a tapestry woven from its history, traditions, and collective experiences, which can profoundly influence and shape the industrial sectors that drive its economy. In fact, cultural and creative industries contribute to 3% of the global GDP, according to the ...",www.forbes.com,0.38267,Bullish,KO,0.058615,0.171001,Somewhat-Bullish
2024-04-01 09:50:00,Every High-Yield Dividend Stock Warren Buffett Owns -- Ranked From Worst to Best,https://www.fool.com/investing/2024/04/01/every-high-yield-dividend-stock-warren-buffett-own/,Income investors should be able to find some good candidates on this list.,www.fool.com,0.140761,Neutral,KO,0.183895,0.113403,Neutral
2024-04-01 10:00:00,3 Powerhouse Vanguard ETFs You Can't Go Wrong With,https://www.fool.com/investing/2024/04/01/3-powerhouse-vanguard-etfs-you-cant-go-wrong-with/,"No matter your investing goals, there's an ETF for your portfolio.",www.fool.com,0.199782,Somewhat-Bullish,KO,0.053035,0.10965,Neutral
2024-04-01 10:15:00,3 Stocks Warren Buffett Plans to Hold Forever That Still Look Like Great Buys Today,https://www.fool.com/investing/2024/04/01/3-stocks-warren-buffett-plans-to-hold-forever-that/,"Buffett's favorite holding period is forever, but only a few stocks actually get that treatment.",www.fool.com,0.316776,Somewhat-Bullish,KO,0.289381,0.315066,Somewhat-Bullish
2024-04-01 12:00:00,2 Magnificent Stocks You Can Buy Right Now and Hold Forever,https://www.fool.com/investing/2024/04/01/2-magnificent-stocks-you-can-buy-now-and-hold/,Two very different businesses share a common trait: They might never go out of style.,www.fool.com,0.263462,Somewhat-Bullish,KO,0.067158,0.152464,Somewhat-Bullish
2024-04-01 15:41:00,Keurig  ( KDP )  Looks Poised on Growth Initiatives Amid High Costs,https://www.zacks.com/stock/news/2248627/keurig-kdp-looks-poised-on-growth-initiatives-amid-high-costs,"Keurig (KDP) is on growth track, thanks to its brand strength, innovation efforts, resilient category trends, market share gains and significant pricing actions.",www.zacks.com,0.301129,Somewhat-Bullish,KO,0.115602,0.142241,Neutral
2024-04-01 16:24:00,Protis Global Welcomes Samantha Marino Parker and Cliff Hall as New VP's of Business Development,https://www.prnewswire.com/news-releases/protis-global-welcomes-samantha-marino-parker-and-cliff-hall-as-new-vps-of-business-development-302104643.html,"DELRAY BEACH, Fla., April 1, 2024 /PRNewswire/ -- Protis Global proudly announces the appointment of Samantha Marino Parker as Vice President of Business Development for Food and Beverage, and Cliff Hall as Vice President of Business Development for Automation and Robotics.",www.prnewswire.com,0.34902,Somewhat-Bullish,KO,0.120431,0.058785,Neutral
2024-04-02 13:00:00,Global Leadership Company DDI Welcomes New Chief Information Officer; Promotes Chief Science Officer,https://www.prnewswire.com/news-releases/global-leadership-company-ddi-welcomes-new-chief-information-officer-promotes-chief-science-officer-302104821.html,Global Leadership Company DDI Welcomes New Chief Information Officer. Promotes Chief Science Officer PR ...,www.prnewswire.com,0.331374,Somewhat-Bullish,KO,0.175009,0.158523,Somewhat-Bullish
2024-04-02 17:54:00,"Consumer Sentiment Highest Since 2021, 3 Stocks Leading the Way - D.R. Horton  ( NYSE:DHI ) , CME Gr  ( NASDAQ:CME ) ",https://www.benzinga.com/news/24/04/38047816/consumer-sentiment-highest-since-2021-3-stocks-leading-the-way,"The United States economy just entered into a new cycle. Because markets shift according to their six to nine-month expectations, three stocks in the consumer discretionary sector are leading the way in this new rotation.",www.benzinga.com,0.124231,Neutral,KO,0.090134,-0.069364,Neutral
2024-04-02 20:15:00,J & J SNACK FOODS SCHEDULES FISCAL 2024 SECOND QUARTER EARNINGS CONFERENCE CALL AND WEBCAST,https://www.globenewswire.com/news-release/2024/04/02/2856477/18519/en/J-J-SNACK-FOODS-SCHEDULES-FISCAL-2024-SECOND-QUARTER-EARNINGS-CONFERENCE-CALL-AND-WEBCAST.html,"MOUNT LAUREL, N.J., April 02, 2024 ( GLOBE NEWSWIRE ) -- J & J Snack Foods Corp. ( NASDAQ: JJSF ) announced today that it has scheduled a conference call and webcast to discuss its fiscal 2024 second quarter financial results on Tuesday, May 7, 2024, at 10:00 am Eastern time.",www.globenewswire.com,0.112264,Neutral,KO,0.123526,0.070683,Neutral
2024-04-02 21:45:17,Coca-Cola  ( KO )  Registers a Bigger Fall Than the Market: Important Facts to Note,https://www.zacks.com/stock/news/2249396/coca-cola-ko-registers-a-bigger-fall-than-the-market-important-facts-to-note,"Coca-Cola (KO) reachead $60.15 at the closing of the latest trading day, reflecting a -0.87% change compared to its last close.",www.zacks.com,0.206401,Somewhat-Bullish,KO,0.584103,0.178435,Somewhat-Bullish
2024-04-03 00:22:00,"Opinion: 5 reasons why immigrants aren't bringing higher crime, as Trump claims",https://www.cnn.com/2024/04/02/opinions/immigrants-less-likely-to-commit-crimes-barkan-rocque/index.html,Opinion: 5 reasons why immigrants are less likely to commit crimes than others ...,www.cnn.com,-0.178206,Somewhat-Bearish,KO,0.038655,-0.222828,Somewhat-Bearish
2024-04-03 06:28:00,Years' Worth of Passive Income Is Hiding in Plain Sight,https://www.fool.com/investing/2024/04/03/years-worth-of-passive-income-is-hiding-in-plain-s/,Some of the best dividend stocks are the ones you use every single day. Don't believe that? Just walk into a grocery store.,www.fool.com,0.234336,Somewhat-Bullish,KO,0.442767,0.300208,Somewhat-Bullish
2024-04-03 12:36:00,FEMSA  ( FMX )  Benefits From Growth Initiatives: Stock to Gain,https://www.zacks.com/stock/news/2249710/femsa-fmx-benefits-from-growth-initiatives-stock-to-gain,"FEMSA (FMX) stays on growth track, thanks to its strategic initiatives, including expansion in the digital space and the U.S. specialized distribution industry.",www.zacks.com,0.332511,Somewhat-Bullish,KO,0.084275,0.056243,Neutral
2024-04-04 11:37:00,Atlantans Come Together for the Second Annual Spark 5K - A Corporate Challenge to Improve Lives,https://www.benzinga.com/pressreleases/24/04/n38087896/atlantans-come-together-for-the-second-annual-spark-5k-a-corporate-challenge-to-improve-lives,"Race Raises Funds to Improve the Lives of People with Disabilities and Improve Child Literacy ATLANTA, April 4, 2024 /PRNewswire/ -- The Spark 5K, presented by Roark, is returning to Piedmont Park on Thursday, May 9 at 6:30 p.m.",www.benzinga.com,0.461681,Bullish,KO,0.049835,0.09825,Neutral
2024-04-04 12:05:00,Cumulus Media's Westwood One to Broadcast the NCAA® Division I Men's Final Four® and National Championship Game in Spanish for the Seventh Straight Tournament,https://www.globenewswire.com/news-release/2024/04/04/2857753/9032/en/Cumulus-Media-s-Westwood-One-to-Broadcast-the-NCAA-Division-I-Men-s-Final-Four-and-National-Championship-Game-in-Spanish-for-the-Seventh-Straight-Tournament.html,"Rafael Hernández Brito, Greivis Vásquez, and Carlos Morales Call the Action ...",www.globenewswire.com,0.295671,Somewhat-Bullish,KO,0.029728,0.188882,Somewhat-Bullish
2024-04-04 12:25:04,Daily: Jeff Bezos Makes A $90 Million Splurge In Florida,https://www.forbes.com/sites/daniellechemtob/2024/04/04/forbes-daily-jeff-bezos-makes-a-90-million-splurge-in-florida/,Forbes Daily: Jeff Bezos buys third home on Florida island community Forbes ...,www.forbes.com,0.062432,Neutral,KO,0.022557,0.019664,Neutral
2024-04-04 13:01:00,Altria's 9% Dividend Yield Isn't the Most Important Investment Factor. This Is the One Investors Should Watch,https://www.fool.com/investing/2024/04/04/altrias-9-dividend-yield-isnt-the-most-important-i/,"Altria has a huge dividend yield, but long-term investors need to look past the alluring yield and focus on the business.",www.fool.com,0.053802,Neutral,KO,0.105141,-0.161206,Somewhat-Bearish
2024-04-04 14:26:00,Brown-Forman's  ( BF.B )  Premium Brands' Portfolio Places It Well,https://www.zacks.com/stock/news/2250590/brown-formans-bfb-premium-brands-portfolio-places-it-well,"Brown-Forman (BF.B) is on track for growth, driven by gains across its premium and super-premium brands, strength in the Jack Daniel's family of brands, and the momentum in the RTD category.",www.zacks.com,0.319421,Somewhat-Bullish,KO,0.085173,0.136439,Neutral
2024-04-04 16:20:00,Global Water Center Receives Nearly $500K From The Coca-Cola Foundation to Help Decrease Worldwide Water Poverty,https://www.benzinga.com/pressreleases/24/04/g38095663/global-water-center-receives-nearly-500k-from-the-coca-cola-foundation-to-help-decrease-worldwide-,"CHARLESTON, S.C., April 04, 2024 ( GLOBE NEWSWIRE ) -- The Global Water Center has received two grants worth a total of $499,439 from The Coca-Cola Foundation to support multiple initiatives that will utilize training, technology, and relationships to create sustainable, local solutions for ...",www.benzinga.com,0.384612,Bullish,KO,0.516883,0.50406,Bullish
2024-04-05 07:00:00,Coca-Cola Femsa ADR Getting Closer To Key Technical Benchmark,https://www.investors.com/ibd-data-stories/coca-cola-femsa-adr-getting-closer-to-key-technical-benchmark/,"In a welcome move, Coca-Cola Femsa ADR ( KOF ) saw its Relative Strength Rating rise from 63 to 72 on Friday. X IBD's proprietary rating tracks price action with a 1 ( worst ) to 99 ( best ) score. The grade shows how a stock's price performance over the trailing 52 weeks stacks up against all ...",www.investors.com,0.306639,Somewhat-Bullish,KO,0.726435,0.377268,Bullish
