time,title,url,summary,source,overall_sentiment_score,overall_sentiment_label,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
2024-04-01 08:49:00,Tesla Stock Is Up. Delivery Numbers Are Due Tuesday.,https://www.barrons.com/amp/articles/tesla-stock-price-today-d9886162,Tesla Stock Is Rising. Delivery Numbers Are Due Tomorrow. ...,www.barrons.com,0.048245,Neutral,F,0.136113,0.069597,Neutral
2024-04-01 12:45:00,Ford Motor and J&J Snack Foods have been highlighted as Zacks Bull and Bear of the Day,https://www.zacks.com/stock/news/2248190/ford-motor-and-jj-snack-foods-have-been-highlighted-as-zacks-bull-and-bear-of-the-day,"Chicago, IL - April 1, 2024 - Zacks Equity Research shares Ford Motor ( F Quick QuoteF - ) as the Bull of the Day and J&J Snack Foods ( JJSF Quick QuoteJJSF - ) as the Bear of the Day.",www.zacks.com,0.323343,Somewhat-Bullish,F,0.068632,0.074434,Neutral
2024-04-01 13:00:00,POSSIBLE TEAMS UP WITH NBCUNIVERSAL FOR ON-SITE HOSTING DUTIES,https://www.benzinga.com/pressreleases/24/04/n38021796/possible-teams-up-with-nbcuniversal-for-on-site-hosting-duties,"Kit Hoover, Jessica Carrillo, Deirdre Bosa and Constance Jones to join the esteemed lineup of talent",www.benzinga.com,0.34066,Somewhat-Bullish,F,0.026474,0.0,Neutral
2024-04-01 13:58:42,"Happy 48, Apple: If You Invested $1000 In Apple When It Went Public, Here's How Much You'd Have - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/markets/equities/24/04/38023363/happy-48-apple-if-you-invested-1000-in-apple-when-it-went-public-heres-how-much-youd-have,"On this day, 48 years ago, Steve Jobs, Steve Wozniak and Ronald Wayne incorporated Apple Inc. AAPL, a company that would go on to revolutionize several industries over the next few decades. From personal computing to software design, smartphones, and even music, Apple has played a key role in ...",www.benzinga.com,0.283248,Somewhat-Bullish,F,0.063091,0.176184,Somewhat-Bullish
2024-04-01 15:15:13,Looking Into Ford Motor's Recent Short Interest - Ford Motor  ( NYSE:F ) ,https://www.benzinga.com/insights/short-sellers/24/04/38025570/looking-into-ford-motors-recent-short-interest,"Ford Motor's F short percent of float has fallen 5.18% since its last report. The company recently reported that it has 144.76 million shares sold short, which is 4.03% of all regular shares that are available for trading. Based on its trading volume, it would take traders 2.75 days to cover ...",www.benzinga.com,0.262256,Somewhat-Bullish,F,0.209365,0.079385,Neutral
2024-04-01 15:29:31,"Turkish Stock Markets Welcome Change: Will Erdoğan Defeat Prompt Economic Reforms? - Ford Motor  ( NYSE:F ) , Akbank  ( OTC:AKBTY ) ",https://www.benzinga.com/markets/equities/24/04/38025851/turkish-stock-markets-welcome-change-will-erdo-an-defeat-prompt-economic-reforms,"Turkey's stock market dipped on Monday while government bond yields jumped, following a resounding defeat for President Recep Tayyip Erdoğan's ruling Justice and Development party ( AKP ) in this weekend's local elections.",www.benzinga.com,0.08421,Neutral,F,0.124809,-0.115207,Neutral
2024-04-02 08:12:03,"Ford's Price Cuts Send Mustang Mach-E Sales Soaring in Weeks - But Next Decade 'Will Be Fraught With Uncertainties,' Warns Analytics Firm - Ford Motor  ( NYSE:F ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/04/38039584/fords-price-cuts-send-mustang-mach-e-sales-soaring-in-weeks-but-next-decade-will-be,"Since Ford Motor Co F slashed Mustang Mach-E electric SUV prices in February, the model's movement has seen a dramatic rise, implying that cost is the key hindrance to EV adoption, according to analytics firm Cloud Theory.",www.benzinga.com,-0.1186,Neutral,F,0.215894,-0.278532,Somewhat-Bearish
2024-04-02 10:00:00,UAW's Shawn Fain Takes His Fight To Tennessee With Upcoming Volkswagen Union Vote,https://www.forbes.com/sites/edgarsten/2024/04/02/uaw-president-shawn-fain-looking-for-win-at-vw-as-membership-sinks/,"The UAW needs a win down south. Its national membership sunk to 370,239 last year, according to the annual report the union filed with the U.S. Department of Labor last week. That's the lowest it's been since 2009.",www.forbes.com,0.12212,Neutral,F,0.02668,0.048375,Neutral
2024-04-02 11:00:00,Tesla: 4 Strengths and 4 Weaknesses,https://www.fool.com/investing/2024/04/02/tesla-4-strengths-and-4-weaknesses/,"Things are quite different than they were just a few years back, before the EV business matured.",www.fool.com,0.196284,Somewhat-Bullish,F,0.035345,0.008896,Neutral
2024-04-02 11:09:59,"Taylor Swift and Travis Kelce earn Webby Award nominations, along with Sydney Sweeney, Ryan Gosling",https://apnews.com/article/webby-awards-nomination-2024-97f6a0185aec2566242ccb1798cc7c25,"NEW YORK ( AP ) - and her Super Bowl-winning boyfriend along with and are among the nominees for this year's Webby Awards, recognizing the best internet content and creators. The announced the nominees on Tuesday, the result of 13,000 entries from over 70 countries. The Associated Press got an ...",apnews.com,0.302369,Somewhat-Bullish,F,0.069294,0.17288,Somewhat-Bullish
